,metric,trainset,holdout,5-fold,model,selection,embed_selector
55,bal-acc,0.9450171821305842,0.9381443298969072,0.8841430499325236,knn,pred,none
56,acc,0.7483333333333333,0.665,0.6625,knn,embed_linear,linear
57,auroc,0.8966681124122821,0.8016965268741868,0.7251002741375012,knn,embed_linear,linear
58,sens,0.7415507289894239,0.6577920128115304,0.6560975609756098,knn,embed_linear,linear
59,spec,0.5154639175257731,0.4175257731958763,0.4333333333333334,knn,embed_linear,linear
60,ppv,0.6795454545454546,0.6208053691275168,0.6225770844736362,knn,embed_linear,linear
61,npv,0.9375,0.7941176470588235,0.7771698889345948,knn,embed_linear,linear
62,f1,0.7317931669424718,0.6407121407121407,0.640770464819856,knn,embed_linear,linear
63,bal-acc,0.7415507289894239,0.6577920128115304,0.6560975609756098,knn,embed_linear,linear
64,acc,1.0,1.0,1.0,lgbm,none,none
65,auroc,1.0,1.0,1.0,lgbm,none,none
66,sens,1.0,1.0,1.0,lgbm,none,none
67,spec,1.0,1.0,1.0,lgbm,none,none
68,ppv,1.0,1.0,1.0,lgbm,none,none
69,npv,1.0,1.0,1.0,lgbm,none,none
70,f1,1.0,1.0,1.0,lgbm,none,none
71,bal-acc,1.0,1.0,1.0,lgbm,none,none
72,acc,1.0,1.0,1.0,lgbm,assoc,none
73,auroc,1.0,0.9999999999999999,1.0,lgbm,assoc,none
74,sens,1.0,1.0,1.0,lgbm,assoc,none
75,spec,1.0,1.0,1.0,lgbm,assoc,none
76,ppv,1.0,1.0,1.0,lgbm,assoc,none
77,npv,1.0,1.0,1.0,lgbm,assoc,none
78,f1,1.0,1.0,1.0,lgbm,assoc,none
79,bal-acc,1.0,1.0,1.0,lgbm,assoc,none
80,acc,1.0,1.0,1.0,lgbm,pred,none
81,auroc,1.0,1.0,1.0,lgbm,pred,none
82,sens,1.0,1.0,1.0,lgbm,pred,none
83,spec,1.0,1.0,1.0,lgbm,pred,none
84,ppv,1.0,1.0,1.0,lgbm,pred,none
85,npv,1.0,1.0,1.0,lgbm,pred,none
86,f1,1.0,1.0,1.0,lgbm,pred,none
87,bal-acc,1.0,1.0,1.0,lgbm,pred,none
88,acc,1.0,1.0,0.9225,lgbm,embed_linear,linear
89,auroc,1.0,1.0,0.9374609130706691,lgbm,embed_linear,linear
90,sens,1.0,1.0,0.9207629768605379,lgbm,embed_linear,linear
91,spec,1.0,1.0,0.8512820512820513,lgbm,embed_linear,linear
92,ppv,1.0,1.0,0.9147058823529411,lgbm,embed_linear,linear
93,npv,1.0,1.0,0.9666666666666668,lgbm,embed_linear,linear
94,f1,1.0,1.0,0.9107753193020327,lgbm,embed_linear,linear
95,bal-acc,1.0,1.0,0.9207629768605379,lgbm,embed_linear,linear
96,acc,1.0,1.0,0.9974999999999999,lr,none,none
97,auroc,1.0,1.0,1.0,lr,none,none
98,sens,1.0,1.0,0.9974358974358974,lr,none,none
99,spec,1.0,1.0,0.9948717948717949,lr,none,none
100,ppv,1.0,1.0,0.9952380952380953,lr,none,none
101,npv,1.0,1.0,1.0,lr,none,none
102,f1,1.0,1.0,0.9974964794241903,lr,none,none
103,bal-acc,1.0,1.0,0.9974358974358974,lr,none,none
104,acc,1.0,1.0,1.0,lr,assoc,none
105,auroc,1.0,1.0,1.0,lr,assoc,none
106,sens,1.0,1.0,1.0,lr,assoc,none
107,spec,1.0,1.0,1.0,lr,assoc,none
108,ppv,1.0,1.0,1.0,lr,assoc,none
109,npv,1.0,1.0,1.0,lr,assoc,none
110,f1,1.0,1.0,1.0,lr,assoc,none
111,bal-acc,1.0,1.0,1.0,lr,assoc,none
112,acc,1.0,1.0,1.0,lr,pred,none
113,auroc,1.0,1.0,1.0,lr,pred,none
114,sens,1.0,1.0,1.0,lr,pred,none
115,spec,1.0,1.0,1.0,lr,pred,none
116,ppv,1.0,1.0,1.0,lr,pred,none
117,npv,1.0,1.0,1.0,lr,pred,none
118,f1,1.0,1.0,1.0,lr,pred,none
119,bal-acc,1.0,1.0,1.0,lr,pred,none
120,acc,1.0,1.0,1.0,lr,embed_linear,linear
121,auroc,1.0,1.0,1.0,lr,embed_linear,linear
122,sens,1.0,1.0,1.0,lr,embed_linear,linear
123,spec,1.0,1.0,1.0,lr,embed_linear,linear
124,ppv,1.0,1.0,1.0,lr,embed_linear,linear
125,npv,1.0,1.0,1.0,lr,embed_linear,linear
126,f1,1.0,1.0,1.0,lr,embed_linear,linear
127,bal-acc,1.0,1.0,1.0,lr,embed_linear,linear
128,acc,1.0,1.0,0.9974999999999999,sgd,none,none
129,auroc,1.0,1.0,1.0,sgd,none,none
130,sens,1.0,1.0,0.9974358974358974,sgd,none,none
131,spec,1.0,1.0,0.9948717948717949,sgd,none,none
132,ppv,1.0,1.0,0.9952380952380953,sgd,none,none
133,npv,1.0,1.0,1.0,sgd,none,none
134,f1,1.0,1.0,0.9974964794241903,sgd,none,none
135,bal-acc,1.0,1.0,0.9974358974358974,sgd,none,none
136,acc,1.0,1.0,1.0,sgd,assoc,none
137,auroc,1.0,1.0,1.0,sgd,assoc,none
138,sens,1.0,1.0,1.0,sgd,assoc,none
139,spec,1.0,1.0,1.0,sgd,assoc,none
140,ppv,1.0,1.0,1.0,sgd,assoc,none
141,npv,1.0,1.0,1.0,sgd,assoc,none
142,f1,1.0,1.0,1.0,sgd,assoc,none
143,bal-acc,1.0,1.0,1.0,sgd,assoc,none
144,acc,1.0,1.0,0.9974999999999999,sgd,pred,none
145,auroc,1.0,1.0,1.0,sgd,pred,none
146,sens,1.0,1.0,0.9976190476190476,sgd,pred,none
147,spec,1.0,1.0,1.0,sgd,pred,none
148,ppv,1.0,1.0,1.0,sgd,pred,none
149,npv,1.0,1.0,0.9948717948717949,sgd,pred,none
150,f1,1.0,1.0,0.9974964794241903,sgd,pred,none
151,bal-acc,1.0,1.0,0.9976190476190476,sgd,pred,none
152,acc,1.0,1.0,1.0,sgd,embed_linear,linear
153,auroc,1.0,1.0,1.0,sgd,embed_linear,linear
154,sens,1.0,1.0,1.0,sgd,embed_linear,linear
155,spec,1.0,1.0,1.0,sgd,embed_linear,linear
156,ppv,1.0,1.0,1.0,sgd,embed_linear,linear
157,npv,1.0,1.0,1.0,sgd,embed_linear,linear
158,f1,1.0,1.0,1.0,sgd,embed_linear,linear
159,bal-acc,1.0,1.0,1.0,sgd,embed_linear,linear
